Series Name,Series Code,Country Name,Country Code,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,France,FRA,0.100974961,0.124940173,0.154604926,0.137144495,0.140667032,0.133086227,0.11876313,0.151062962,0.164993997,0.13646403,0.116040639,0.140469371,0.133134049,0.14067662,0.092951162,0.083665134,0.095722195,0.110937588,0.095770085,0.071881045,0.067015738,0.065685888,0.065706153,0.064589789,0.06706799,0.05873027,0.044069027,0.043372504,0.066600097,0.021062959,0.011370881,0.008863408,0.008187178,0.009287534,0.012488652,0.011163934,0.014145887,0.009498222,0.010878714,0.013351019,0.012624993,0.009703579,0.007179438,0.003986407,0.003139094,0.004250651,0.006701678,0.00576898,0.029875628
